MiniDOT Logger Concatenated Data File
Sensor:             7450-854914
Concatenation Date: 2018Sep12 09:30:49 CDT

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 190.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,         Central Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1527764280,           2018-05-31 10:58:00,           2018-05-31 05:58:00,      3.560000,     23.502000,          7.916000,                    95.355443,      1.021000
                1527764880,           2018-05-31 11:08:00,           2018-05-31 06:08:00,      3.560000,     23.335000,          7.950000,                    95.463332,      1.021000
                1527765480,           2018-05-31 11:18:00,           2018-05-31 06:18:00,      3.560000,     23.092000,          7.991000,                    95.514818,      1.020000
                1527766080,           2018-05-31 11:28:00,           2018-05-31 06:28:00,      3.560000,     22.750000,          8.036000,                    95.429527,      1.019000
                1527766680,           2018-05-31 11:38:00,           2018-05-31 06:38:00,      3.560000,     22.390000,          8.097000,                    95.493942,      1.020000
                1527767280,           2018-05-31 11:48:00,           2018-05-31 06:48:00,      3.560000,     21.955000,          8.170000,                    95.551555,      1.020000
                1527767880,           2018-05-31 11:58:00,           2018-05-31 06:58:00,      3.560000,     21.579000,          8.222000,                    95.462095,      1.019000
                1527768480,           2018-05-31 12:08:00,           2018-05-31 07:08:00,      3.560000,     21.220000,          8.284000,                    95.511863,      1.020000
                1527769080,           2018-05-31 12:18:00,           2018-05-31 07:18:00,      3.560000,     20.936000,          8.331000,                    95.521357,      1.020000
                1527769680,           2018-05-31 12:28:00,           2018-05-31 07:28:00,      3.560000,     20.643000,          8.396000,                    95.713728,      1.020000
                1527770280,           2018-05-31 12:38:00,           2018-05-31 07:38:00,      3.560000,     20.593000,          8.424000,                    95.938325,      1.020000
                1527770880,           2018-05-31 12:48:00,           2018-05-31 07:48:00,      3.560000,     20.450000,          8.453000,                    95.997216,      1.020000
                1527771480,           2018-05-31 12:58:00,           2018-05-31 07:58:00,      3.560000,     20.400000,          8.448000,                    95.845638,      1.021000
                1527772080,           2018-05-31 13:08:00,           2018-05-31 08:08:00,      3.560000,     20.350000,          8.443000,                    95.694191,      1.020000
                1527772680,           2018-05-31 13:18:00,           2018-05-31 08:18:00,      3.560000,     20.375000,          8.450000,                    95.820927,      1.021000
                1527773280,           2018-05-31 13:28:00,           2018-05-31 08:28:00,      3.560000,     20.534000,          8.443000,                    96.042855,      1.021000
                1527773880,           2018-05-31 13:38:00,           2018-05-31 08:38:00,      3.560000,     20.685000,          8.435000,                    96.237908,      1.021000
                1527774480,           2018-05-31 13:48:00,           2018-05-31 08:48:00,      3.560000,     20.869000,          8.397000,                    96.151592,      1.021000
                1527775080,           2018-05-31 13:58:00,           2018-05-31 08:58:00,      3.560000,     21.153000,          8.368000,                    96.354140,      1.022000
                1527775680,           2018-05-31 14:08:00,           2018-05-31 09:08:00,      3.560000,     21.579000,          8.299000,                    96.356109,      1.021000
                1527776280,           2018-05-31 14:18:00,           2018-05-31 09:18:00,      3.560000,     21.989000,          8.244000,                    96.480321,      1.021000
                1527776880,           2018-05-31 14:28:00,           2018-05-31 09:28:00,      3.560000,     22.398000,          8.188000,                    96.581993,      1.021000
                1527777480,           2018-05-31 14:38:00,           2018-05-31 09:38:00,      3.560000,     22.875000,          8.117000,                    96.621379,      1.021000
