MiniDOT Logger Concatenated Data File
Sensor:             7450-730440
Concatenation Date: 2018Sep12 09:38:46 CDT

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 190.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,         Central Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1527764400,           2018-05-31 11:00:00,           2018-05-31 06:00:00,      3.550000,     23.353000,          7.940000,                    95.375717,      0.982000
                1527765000,           2018-05-31 11:10:00,           2018-05-31 06:10:00,      3.550000,     23.303000,          7.948000,                    95.381550,      0.981000
                1527765600,           2018-05-31 11:20:00,           2018-05-31 06:20:00,      3.550000,     23.177000,          7.971000,                    95.429529,      0.982000
                1527766200,           2018-05-31 11:30:00,           2018-05-31 06:30:00,      3.550000,     22.935000,          8.012000,                    95.480497,      0.982000
                1527766800,           2018-05-31 11:40:00,           2018-05-31 06:40:00,      3.560000,     22.568000,          8.077000,                    95.583459,      0.982000
                1527767400,           2018-05-31 11:50:00,           2018-05-31 06:50:00,      3.560000,     22.226000,          8.139000,                    95.687394,      0.983000
                1527768000,           2018-05-31 12:00:00,           2018-05-31 07:00:00,      3.550000,     21.975000,          8.161000,                    95.483159,      0.982000
                1527768600,           2018-05-31 12:10:00,           2018-05-31 07:10:00,      3.560000,     21.625000,          8.226000,                    95.593868,      0.983000
                1527769200,           2018-05-31 12:20:00,           2018-05-31 07:20:00,      3.560000,     21.333000,          8.268000,                    95.537793,      0.983000
                1527769800,           2018-05-31 12:30:00,           2018-05-31 07:30:00,      3.550000,     21.149000,          8.355000,                    96.196928,      0.983000
                1527770400,           2018-05-31 12:40:00,           2018-05-31 07:40:00,      3.550000,     20.999000,          8.372000,                    96.110084,      0.984000
                1527771000,           2018-05-31 12:50:00,           2018-05-31 07:50:00,      3.560000,     20.882000,          8.375000,                    95.924155,      0.983000
                1527771600,           2018-05-31 13:00:00,           2018-05-31 08:00:00,      3.560000,     20.748000,          8.392000,                    95.866097,      0.983000
                1527772200,           2018-05-31 13:10:00,           2018-05-31 08:10:00,      3.560000,     20.698000,          8.391000,                    95.760403,      0.984000
                1527772800,           2018-05-31 13:20:00,           2018-05-31 08:20:00,      3.550000,     20.682000,          8.394000,                    95.764467,      0.984000
                1527773400,           2018-05-31 13:30:00,           2018-05-31 08:30:00,      3.560000,     20.732000,          8.410000,                    96.041483,      0.985000
                1527774000,           2018-05-31 13:40:00,           2018-05-31 08:40:00,      3.560000,     20.782000,          8.419000,                    96.238861,      0.984000
