Unix.Timestamp	Date.CST	Time.CST	Battery	Temperature	Dissolved.Oxygen	Dissolved.Oxygen.Saturation	Q
1527677580	2018-05-30	05:53:00	3.54	18.977	8.76	96.678668	0.97
1527678180	2018-05-30	06:03:00	3.54	19.027	8.785	97.052668	0.971
1527678780	2018-05-30	06:13:00	3.54	19.103	8.766	96.99158	0.97
1527679380	2018-05-30	06:23:00	3.54	18.901	8.848	97.49974	0.97
1527679980	2018-05-30	06:33:00	3.54	18.75	8.893	97.695955	0.97
1527680580	2018-05-30	06:43:00	3.54	18.506	8.953	97.868013	0.971
1527681180	2018-05-30	06:53:00	3.54	18.313	8.973	97.700854	0.97
1527681780	2018-05-30	07:03:00	3.54	17.925	9.046	97.714771	0.97
1527682380	2018-05-30	07:13:00	3.54	17.562	9.118	97.757248	0.97
1527682980	2018-05-30	07:23:00	3.54	17.19	9.174	97.600697	0.969
1527683580	2018-05-30	07:33:00	3.54	16.969	9.227	97.712838	0.97
1527684180	2018-05-30	07:43:00	3.54	16.944	9.199	97.365404	0.97
1527684780	2018-05-30	07:53:00	3.54	16.961	9.209	97.505908	0.97
1527685380	2018-05-30	08:03:00	3.54	17.469	9.104	97.419245	0.97
1527685980	2018-05-30	08:13:00	3.54	17.832	9.061	97.689498	0.971
1527686580	2018-05-30	08:23:00	3.54	17.883	9.046	97.630314	0.971
1527687180	2018-05-30	08:33:00	3.54	17.857	9.053	97.653546	0.97
1527687780	2018-05-30	08:43:00	3.54	18.001	9.019	97.575527	0.97
1527688380	2018-05-30	08:53:00	3.54	18.06	9.007	97.563894	0.97
1527688980	2018-05-30	09:03:00	3.54	18.102	9.011	97.691416	0.971
1527689580	2018-05-30	09:13:00	3.54	18.153	8.987	97.533205	0.97
1527690180	2018-05-30	09:23:00	3.54	18.153	8.993	97.598322	0.97
1527690780	2018-05-30	09:33:00	3.54	18.245	8.989	97.738975	0.97
1527691380	2018-05-30	09:43:00	3.54	18.498	8.933	97.633461	0.97
