Unix.Timestamp	Date.CST	Time.CST	Battery	Temperature	Dissolved.Oxygen	Dissolved.Oxygen.Saturation	Q
1527677700	2018-05-30	05:55:00	3.55	19.209	8.606	95.425103	1.014
1527678300	2018-05-30	06:05:00	3.55	19.36	8.59	95.53769	1.013
1527678900	2018-05-30	06:15:00	3.55	19.284	8.628	95.813697	1.014
1527679500	2018-05-30	06:25:00	3.55	19.125	8.681	96.093765	1.013
1527680100	2018-05-30	06:35:00	3.55	18.907	8.742	96.343391	1.013
1527680700	2018-05-30	06:45:00	3.55	18.621	8.79	96.311538	1.013
1527681300	2018-05-30	06:55:00	3.55	18.2	8.879	96.453987	1.014
1527681900	2018-05-30	07:05:00	3.55	17.703	8.955	96.290031	1.013
1527682500	2018-05-30	07:15:00	3.55	17.255	9.042	96.326645	1.013
1527683100	2018-05-30	07:25:00	3.55	16.755	9.147	96.432434	1.013
1527683700	2018-05-30	07:35:00	3.55	16.491	9.179	96.234047	1.014
1527684300	2018-05-30	07:45:00	3.55	16.304	9.197	96.042901	1.014
1527684900	2018-05-30	07:55:00	3.55	16.338	9.204	96.185096	1.015
1527685500	2018-05-30	08:05:00	3.55	16.593	9.156	96.199314	1.014
1527686100	2018-05-30	08:15:00	3.55	16.89	9.101	96.219346	1.015
1527686700	2018-05-30	08:25:00	3.55	16.975	9.085	96.221144	1.015
1527687300	2018-05-30	08:35:00	3.55	17.119	9.051	96.149721	1.014
1527687900	2018-05-30	08:45:00	3.55	17.28	9.013	96.067655	1.014
1527688500	2018-05-30	08:55:00	3.55	17.289	9.026	96.22423	1.014
1527689100	2018-05-30	09:05:00	3.55	17.415	9.003	96.230612	1.014
1527689700	2018-05-30	09:15:00	3.55	17.534	8.982	96.243322	1.014
1527690300	2018-05-30	09:25:00	3.55	17.745	8.928	96.083001	1.013
1527690900	2018-05-30	09:35:00	3.55	17.964	8.901	96.225664	1.014
1527691500	2018-05-30	09:45:00	3.55	18.419	8.82	96.243174	1.014
1527692100	2018-05-30	09:55:00	3.55	18.999	8.71	96.169638	1.014
1527692700	2018-05-30	10:05:00	3.55	19.259	8.664	96.165052	1.014
1527693300	2018-05-30	10:15:00	3.55	8.415	11.017	96.221234	1.009
1527693900	2018-05-30	10:25:00	3.55	6.844	11.549	97.039829	1.013
1527694500	2018-05-30	10:35:00	3.55	6.641	11.681	97.65156	1.015
1527695100	2018-05-30	10:45:00	3.55	6.553	11.707	97.65303	1.016
1527695700	2018-05-30	10:55:00	3.55	6.476	11.739	97.730645	1.016
1527696300	2018-05-30	11:05:00	3.55	6.534	11.719	97.706485	1.016
1527696900	2018-05-30	11:15:00	3.55	6.456	11.752	97.789663	1.016
1527697500	2018-05-30	11:25:00	3.55	6.621	11.704	97.794774	1.016
1527698100	2018-05-30	11:35:00	3.55	6.747	11.715	98.196189	1.017
1527698700	2018-05-30	11:45:00	3.55	6.476	11.745	97.780596	1.016
1527699300	2018-05-30	11:55:00	3.55	6.417	11.719	97.419396	1.016
1527699900	2018-05-30	12:05:00	3.54	7.056	11.864	100.21491	1.018
1527700500	2018-05-30	12:15:00	3.54	7.658	11.726	100.535941	1.017
1527701100	2018-05-30	12:25:00	3.54	7.477	11.677	99.670085	1.016
1527701700	2018-05-30	12:35:00	3.54	7.017	11.712	98.834971	1.016
1527702300	2018-05-30	12:45:00	3.54	7.63	11.697	100.218195	1.017
