Unix.Timestamp	Date.CST	Time.CST	Battery	Temperature	Dissolved.Oxygen	Dissolved.Oxygen.Saturation	Q
1527677640	2018-05-30	05:54:00	3.54	19.068	8.751	96.757191	0.966
1527678240	2018-05-30	06:04:00	3.55	19.169	8.73	96.721999	0.966
1527678840	2018-05-30	06:14:00	3.55	19.043	8.768	96.896193	0.965
1527679440	2018-05-30	06:24:00	3.54	18.9	8.826	97.255343	0.965
1527680040	2018-05-30	06:34:00	3.54	18.782	8.862	97.418665	0.965
1527680640	2018-05-30	06:44:00	3.54	18.572	8.911	97.539984	0.966
1527681240	2018-05-30	06:54:00	3.54	18.328	8.948	97.458535	0.966
1527681840	2018-05-30	07:04:00	3.54	17.83	9.039	97.448292	0.966
1527682440	2018-05-30	07:14:00	3.54	17.399	9.109	97.331287	0.965
1527683040	2018-05-30	07:24:00	3.55	16.975	9.188	97.312039	0.966
1527683640	2018-05-30	07:34:00	3.54	16.704	9.235	97.256	0.967
1527684240	2018-05-30	07:44:00	3.54	16.517	9.259	97.125975	0.966
1527684840	2018-05-30	07:54:00	3.54	16.466	9.285	97.29408	0.967
1527685440	2018-05-30	08:04:00	3.54	16.789	9.232	97.397989	0.967
1527686040	2018-05-30	08:14:00	3.54	17.001	9.192	97.407325	0.967
1527686640	2018-05-30	08:24:00	3.54	16.967	9.186	97.274585	0.967
1527687240	2018-05-30	08:34:00	3.54	16.899	9.206	97.347787	0.967
1527687840	2018-05-30	08:44:00	3.54	16.958	9.184	97.235105	0.966
1527688440	2018-05-30	08:54:00	3.54	17.052	9.175	97.330808	0.967
1527689040	2018-05-30	09:04:00	3.54	17.281	9.121	97.220826	0.966
1527689640	2018-05-30	09:14:00	3.54	17.475	9.103	97.420663	0.967
1527690240	2018-05-30	09:24:00	3.54	17.746	9.032	97.204254	0.966
1527690840	2018-05-30	09:34:00	3.54	18.007	8.993	97.306236	0.966
1527691440	2018-05-30	09:44:00	3.54	18.513	8.909	97.400934	0.965
1527692040	2018-05-30	09:54:00	3.54	19.16	8.792	97.391231	0.966
1527692640	2018-05-30	10:04:00	3.54	18.412	9.042	98.651521	0.952
1527693240	2018-05-30	10:14:00	3.55	6.538	12.012	100.15942	0.96
1527693840	2018-05-30	10:24:00	3.54	5.597	12.052	98.125037	0.964
1527694440	2018-05-30	10:34:00	3.54	5.469	12.23	99.248648	0.964
1527695040	2018-05-30	10:44:00	3.54	5.419	12.431	100.750592	0.964
1527695640	2018-05-30	10:54:00	3.54	5.369	12.337	99.860558	0.964
1527696240	2018-05-30	11:04:00	3.54	5.389	12.324	99.806545	0.964
1527696840	2018-05-30	11:14:00	3.54	5.379	12.419	100.550102	0.964
1527697440	2018-05-30	11:24:00	3.54	5.449	12.234	99.23024	0.964
1527698040	2018-05-30	11:34:00	3.54	5.439	12.083	97.980357	0.965
1527698640	2018-05-30	11:44:00	3.54	5.488	11.99	97.348374	0.965
1527699240	2018-05-30	11:54:00	3.54	5.479	12.118	98.364944	0.964
1527699840	2018-05-30	12:04:00	3.54	5.459	11.952	96.967779	0.965
1527700440	2018-05-30	12:14:00	3.54	5.459	11.916	96.675707	0.965
1527701040	2018-05-30	12:24:00	3.54	5.479	11.918	96.741493	0.965
1527701640	2018-05-30	12:34:00	3.54	5.508	11.913	96.772749	0.965
1527702240	2018-05-30	12:44:00	3.54	5.597	11.971	97.46555	0.965
1527702840	2018-05-30	12:54:00	3.54	5.568	11.892	96.750586	0.965
1527703440	2018-05-30	13:04:00	3.54	5.528	11.899	96.70852	0.965
1527704040	2018-05-30	13:14:00	3.54	5.647	11.876	96.815674	0.965
1527704640	2018-05-30	13:24:00	3.54	5.627	11.9	96.961784	0.966
1527705240	2018-05-30	13:34:00	3.54	5.617	11.882	96.790388	0.965
1527705840	2018-05-30	13:44:00	3.53	5.637	11.879	96.815402	0.966
1527706440	2018-05-30	13:54:00	3.54	5.647	11.911	97.101002	0.966
1527707040	2018-05-30	14:04:00	3.54	5.667	11.934	97.338195	0.966
1527707640	2018-05-30	14:14:00	3.53	5.568	11.924	97.01093	0.966
1527708240	2018-05-30	14:24:00	3.54	5.587	11.892	96.797601	0.966
1527708840	2018-05-30	14:34:00	3.53	5.568	11.917	96.95398	0.965
1527709440	2018-05-30	14:44:00	3.53	5.518	11.854	96.318129	0.965
1527710040	2018-05-30	14:54:00	3.53	5.548	11.843	96.302655	0.965
1527710640	2018-05-30	15:04:00	3.53	5.518	11.844	96.236876	0.965
1527711240	2018-05-30	15:14:00	3.53	5.449	11.864	96.229162	0.965
1527711840	2018-05-30	15:24:00	3.53	5.459	11.854	96.172695	0.965
1527712440	2018-05-30	15:34:00	3.53	5.449	11.816	95.839833	0.965
1527713040	2018-05-30	15:44:00	3.53	5.359	11.861	95.982983	0.965
1527713640	2018-05-30	15:54:00	3.53	5.399	11.844	95.943853	0.966
1527714240	2018-05-30	16:04:00	3.53	5.369	11.854	95.950965	0.965
1527714840	2018-05-30	16:14:00	3.53	5.439	11.855	96.131518	0.965
1527715440	2018-05-30	16:24:00	3.53	5.379	11.849	95.935112	0.965
1527716040	2018-05-30	16:34:00	3.53	5.34	11.85	95.847196	0.965
1527716640	2018-05-30	16:44:00	3.53	5.379	11.839	95.854147	0.965
1527717240	2018-05-30	16:54:00	3.53	5.34	11.864	95.960433	0.965
1527717840	2018-05-30	17:04:00	3.53	5.349	11.863	95.974523	0.965
1527718440	2018-05-30	17:14:00	3.53	5.379	11.837	95.837954	0.965
1527719040	2018-05-30	17:24:00	3.53	5.32	11.841	95.725211	0.965
1527719640	2018-05-30	17:34:00	3.53	5.28	11.854	95.73184	0.965
1527720240	2018-05-30	17:44:00	3.53	5.26	11.871	95.819837	0.965
1527720840	2018-05-30	17:54:00	3.53	5.28	11.867	95.836827	0.965
1527721440	2018-05-30	18:04:00	3.53	5.28	11.869	95.852978	0.965
1527722040	2018-05-30	18:14:00	3.53	5.27	11.885	95.957517	0.965
1527722640	2018-05-30	18:24:00	3.53	5.34	11.852	95.863372	0.965
1527723240	2018-05-30	18:34:00	3.53	5.409	11.881	96.268267	0.965
1527723840	2018-05-30	18:44:00	3.53	5.399	11.864	96.105865	0.965
1527724440	2018-05-30	18:54:00	3.53	5.389	11.85	95.967832	0.965
1527725040	2018-05-30	19:04:00	3.53	5.32	11.91	96.283022	0.965
1527725640	2018-05-30	19:14:00	3.53	5.409	11.861	96.106213	0.965
1527726240	2018-05-30	19:24:00	3.53	5.459	11.902	96.562124	0.965
1527726840	2018-05-30	19:34:00	3.53	5.369	11.881	96.169514	0.965
1527727440	2018-05-30	19:44:00	3.53	5.389	11.886	96.25938	0.965
1527728040	2018-05-30	19:54:00	3.53	5.379	11.868	96.088945	0.965
1527728640	2018-05-30	20:04:00	3.53	5.34	11.851	95.855284	0.965
1527729240	2018-05-30	20:14:00	3.52	5.379	11.839	95.854147	0.965
1527729840	2018-05-30	20:24:00	3.52	5.379	11.824	95.7327	0.965
1527730440	2018-05-30	20:34:00	3.52	5.409	11.823	95.79831	0.965
1527731040	2018-05-30	20:44:00	3.52	5.369	11.849	95.910493	0.965
1527731640	2018-05-30	20:54:00	3.52	5.33	11.867	95.960048	0.965
1527732240	2018-05-30	21:04:00	3.52	5.359	11.852	95.910152	0.965
1527732840	2018-05-30	21:14:00	3.52	5.369	11.855	95.959059	0.965
1527733440	2018-05-30	21:24:00	3.52	5.379	11.873	96.129428	0.965
1527734040	2018-05-30	21:34:00	3.52	5.369	11.887	96.21808	0.965
1527734640	2018-05-30	21:44:00	3.52	5.29	11.905	96.168431	0.965
1527735240	2018-05-30	21:54:00	3.52	5.34	11.891	96.178819	0.965
1527735840	2018-05-30	22:04:00	3.52	5.538	11.896	96.708883	0.965
1527736440	2018-05-30	22:14:00	3.52	5.558	11.894	96.742111	0.965
1527737040	2018-05-30	22:24:00	3.52	5.508	11.916	96.797119	0.965
1527737640	2018-05-30	22:34:00	3.52	5.686	11.917	97.246683	0.965
1527738240	2018-05-30	22:44:00	3.52	5.736	11.908	97.297247	0.965
1527738840	2018-05-30	22:54:00	3.52	5.746	11.898	97.240325	0.965
1527739440	2018-05-30	23:04:00	3.52	5.716	11.934	97.45997	0.965
1527740040	2018-05-30	23:14:00	3.52	5.716	11.957	97.647802	0.965
1527740640	2018-05-30	23:24:00	3.52	5.696	11.919	97.287825	0.965
1527741240	2018-05-30	23:34:00	3.52	5.736	11.913	97.338101	0.965
1527741840	2018-05-30	23:44:00	3.52	5.706	11.923	97.345305	0.965
1527742440	2018-05-30	23:54:00	3.52	5.795	11.906	97.427266	0.965
1527743040	2018-05-31	00:04:00	3.52	5.864	11.896	97.516535	0.965
1527743640	2018-05-31	00:14:00	3.52	5.686	11.893	97.050835	0.965
1527744240	2018-05-31	00:24:00	3.52	5.647	11.837	96.497738	0.965
1527744840	2018-05-31	00:34:00	3.52	5.528	11.814	96.017687	0.965
1527745440	2018-05-31	00:44:00	3.52	5.359	11.824	95.683568	0.965
1527746040	2018-05-31	00:54:00	3.52	5.29	11.867	95.861467	0.965
1527746640	2018-05-31	01:04:00	3.52	5.32	11.843	95.741379	0.965
