Unix.Timestamp	Date.CST	Time.CST	Battery	Temperature	Dissolved.Oxygen	Dissolved.Oxygen.Saturation	Q
1527677700	2018-05-30	05:55:00	3.53	19.526	8.447	94.260953	0.98
1527678300	2018-05-30	06:05:00	3.53	19.4	8.537	95.024603	0.98
1527678900	2018-05-30	06:15:00	3.53	19.207	8.609	95.454519	0.98
1527679500	2018-05-30	06:25:00	3.53	18.998	8.682	95.858543	0.98
1527680100	2018-05-30	06:35:00	3.53	18.838	8.725	96.021669	0.98
1527680700	2018-05-30	06:45:00	3.53	18.561	8.795	96.24868	0.98
1527681300	2018-05-30	06:55:00	3.53	18.25	8.848	96.215705	0.981
1527681900	2018-05-30	07:05:00	3.53	17.744	8.949	96.307015	0.981
1527682500	2018-05-30	07:15:00	3.53	17.304	9.024	96.232921	0.981
1527683100	2018-05-30	07:25:00	3.53	16.847	9.112	96.248926	0.981
1527683700	2018-05-30	07:35:00	3.53	16.584	9.151	96.128575	0.982
1527684300	2018-05-30	07:45:00	3.53	16.397	9.171	95.959729	0.982
1527684900	2018-05-30	07:55:00	3.53	16.354	9.188	96.050353	0.982
1527685500	2018-05-30	08:05:00	3.53	16.456	9.158	95.943061	0.981
1527686100	2018-05-30	08:15:00	3.53	16.439	9.176	96.097175	0.982
1527686700	2018-05-30	08:25:00	3.53	16.337	9.195	96.089013	0.981
1527687300	2018-05-30	08:35:00	3.53	16.507	9.149	95.951868	0.981
1527687900	2018-05-30	08:45:00	3.53	16.516	9.165	96.137899	0.982
1527688500	2018-05-30	08:55:00	3.53	17.025	9.062	96.077883	0.982
1527689100	2018-05-30	09:05:00	3.53	17.778	8.918	96.040763	0.981
1527689700	2018-05-30	09:15:00	3.53	18.578	8.775	96.063062	0.981
1527690300	2018-05-30	09:25:00	3.53	19.006	8.698	96.050739	0.98
1527690900	2018-05-30	09:35:00	3.53	18.947	8.713	96.101595	0.98
1527691500	2018-05-30	09:45:00	3.53	19.123	8.681	96.089886	0.98
1527692100	2018-05-30	09:55:00	3.53	19.375	8.637	96.089398	0.98
1527692700	2018-05-30	10:05:00	3.53	19.501	8.62	96.143252	0.98
1527693300	2018-05-30	10:15:00	3.53	9.346	11.219	100.20629	0.983
1527693900	2018-05-30	10:25:00	3.53	8.358	11.644	101.556684	0.985
1527694500	2018-05-30	10:35:00	3.53	8.245	11.709	101.843265	0.986
1527695100	2018-05-30	10:45:00	3.53	8.122	11.741	101.815842	0.986
1527695700	2018-05-30	10:55:00	3.53	8.15	11.728	101.772613	0.986
1527696300	2018-05-30	11:05:00	3.53	8.207	11.72	101.844625	0.986
1527696900	2018-05-30	11:15:00	3.53	8.103	11.741	101.768632	0.986
1527697500	2018-05-30	11:25:00	3.53	8.122	11.723	101.659749	0.986
1527698100	2018-05-30	11:35:00	3.53	8.094	11.713	101.503627	0.986
1527698700	2018-05-30	11:45:00	3.53	8.15	11.711	101.625091	0.985
1527699300	2018-05-30	11:55:00	3.53	8.122	11.723	101.659749	0.986
1527699900	2018-05-30	12:05:00	3.53	8.216	11.741	102.049487	0.986
1527700500	2018-05-30	12:15:00	3.53	8.207	11.706	101.722967	0.986
1527701100	2018-05-30	12:25:00	3.53	8.028	11.775	101.876499	0.986
1527701700	2018-05-30	12:35:00	3.53	8.113	11.715	101.568061	0.986
1527702300	2018-05-30	12:45:00	3.53	8.075	11.727	101.577804	0.986
1527702900	2018-05-30	12:55:00	3.53	8.056	11.713	101.409455	0.986
1527703500	2018-05-30	13:05:00	3.52	7.942	11.74	101.360185	0.986
1527704100	2018-05-30	13:15:00	3.52	7.895	11.748	101.312546	0.986
1527704700	2018-05-30	13:25:00	3.52	7.952	11.686	100.918668	0.985
1527705300	2018-05-30	13:35:00	3.52	7.867	11.728	101.070676	0.986
1527705900	2018-05-30	13:45:00	3.52	7.753	11.763	101.089054	0.986
1527706500	2018-05-30	13:55:00	3.52	7.838	11.686	100.637122	0.986
1527707100	2018-05-30	14:05:00	3.52	7.696	11.733	100.690053	0.986
1527707700	2018-05-30	14:15:00	3.52	7.543	11.579	98.994709	0.985
1527708300	2018-05-30	14:25:00	3.52	7.19	11.743	99.523731	0.986
1527708900	2018-05-30	14:35:00	3.52	6.853	11.685	98.204637	0.985
1527709500	2018-05-30	14:45:00	3.52	6.504	11.691	97.399578	0.985
1527710100	2018-05-30	14:55:00	3.52	6.562	11.671	97.374745	0.985
1527710700	2018-05-30	15:05:00	3.52	7.017	11.721	98.91092	0.986
1527711300	2018-05-30	15:15:00	3.52	7.18	11.736	99.439715	0.985
1527711900	2018-05-30	15:25:00	3.52	7.477	11.784	100.583394	0.986
1527712500	2018-05-30	15:35:00	3.52	7.667	11.697	100.309517	0.985
1527713100	2018-05-30	15:45:00	3.52	7.591	11.72	100.318832	0.985
1527713700	2018-05-30	15:55:00	3.52	7.62	11.706	100.270609	0.985
1527714300	2018-05-30	16:05:00	3.52	7.686	11.705	100.425058	0.985
1527714900	2018-05-30	16:15:00	3.52	7.696	11.689	100.312454	0.985
1527715500	2018-05-30	16:25:00	3.52	7.648	11.689	100.194046	0.985
1527716100	2018-05-30	16:35:00	3.52	7.458	11.701	99.828083	0.985
1527716700	2018-05-30	16:45:00	3.52	7.218	11.768	99.804938	0.986
1527717300	2018-05-30	16:55:00	3.52	7.045	11.685	98.675885	0.985
1527717900	2018-05-30	17:05:00	3.52	6.94	11.809	99.462499	0.986
1527718500	2018-05-30	17:15:00	3.52	6.92	11.744	98.8657	0.985
1527719100	2018-05-30	17:25:00	3.52	6.727	11.738	98.339735	0.985
1527719700	2018-05-30	17:35:00	3.52	6.679	11.736	98.204847	0.985
1527720300	2018-05-30	17:45:00	3.52	6.804	11.741	98.554533	0.985
1527720900	2018-05-30	17:55:00	3.52	6.891	11.8	99.265273	0.985
1527721500	2018-05-30	18:05:00	3.52	7.886	11.791	101.660943	0.985
1527722100	2018-05-30	18:15:00	3.52	8.065	11.77	101.925363	0.986
1527722700	2018-05-30	18:25:00	3.52	8.358	11.704	102.079992	0.985
1527723300	2018-05-30	18:35:00	3.51	8.442	11.699	102.244723	0.985
1527723900	2018-05-30	18:45:00	3.51	8.376	11.753	102.552202	0.985
1527724500	2018-05-30	18:55:00	3.51	8.329	11.713	102.0865	0.985
1527725100	2018-05-30	19:05:00	3.51	8.339	11.729	102.250807	0.985
1527725700	2018-05-30	19:15:00	3.51	8.216	11.732	101.971261	0.985
1527726300	2018-05-30	19:25:00	3.51	8.245	11.745	102.156388	0.985
1527726900	2018-05-30	19:35:00	3.51	8.301	11.697	101.877651	0.985
1527727500	2018-05-30	19:45:00	3.51	8.273	11.695	101.790857	0.985
1527728100	2018-05-30	19:55:00	3.51	8.245	11.704	101.799776	0.985
1527728700	2018-05-30	20:05:00	3.51	8.216	11.704	101.727893	0.985
1527729300	2018-05-30	20:15:00	3.51	8.141	11.709	101.58543	0.985
1527729900	2018-05-30	20:25:00	3.51	8.028	11.718	101.383339	0.985
1527730500	2018-05-30	20:35:00	3.51	8.122	11.751	101.90256	0.985
1527731100	2018-05-30	20:45:00	3.51	8.094	11.696	101.356306	0.985
1527731700	2018-05-30	20:55:00	3.51	8.113	11.712	101.542051	0.985
1527732300	2018-05-30	21:05:00	3.51	7.999	11.712	101.259593	0.985
1527732900	2018-05-30	21:15:00	3.51	8.103	11.703	101.439256	0.985
1527733500	2018-05-30	21:25:00	3.51	7.942	11.742	101.377452	0.985
1527734100	2018-05-30	21:35:00	3.51	7.952	11.734	101.333189	0.985
1527734700	2018-05-30	21:45:00	3.51	7.961	11.709	101.139572	0.985
1527735300	2018-05-30	21:55:00	3.51	7.971	11.717	101.233448	0.985
1527735900	2018-05-30	22:05:00	3.51	7.772	11.71	100.680563	0.985
1527736500	2018-05-30	22:15:00	3.51	7.876	11.695	100.808526	0.985
1527737100	2018-05-30	22:25:00	3.51	7.582	11.771	100.733028	0.985
1527737700	2018-05-30	22:35:00	3.51	7.781	11.706	100.66842	0.985
1527738300	2018-05-30	22:45:00	3.51	7.857	11.678	100.615106	0.985
1527738900	2018-05-30	22:55:00	3.51	7.467	11.681	99.679608	0.985
1527739500	2018-05-30	23:05:00	3.51	7.496	11.737	100.229227	0.985
1527740100	2018-05-30	23:15:00	3.51	7.524	11.679	99.802871	0.985
1527740700	2018-05-30	23:25:00	3.51	7.122	11.733	99.271164	0.985
1527741300	2018-05-30	23:35:00	3.51	7.113	11.724	99.172828	0.985
1527741900	2018-05-30	23:45:00	3.51	7.055	11.737	99.139677	0.985
1527742500	2018-05-30	23:55:00	3.51	6.997	11.753	99.131568	0.985
1527743100	2018-05-31	00:05:00	3.51	6.997	11.734	98.971311	0.984
1527743700	2018-05-31	00:15:00	3.51	7.074	11.762	99.397824	0.985
1527744300	2018-05-31	00:25:00	3.51	7.305	11.734	99.731454	0.985
1527744900	2018-05-31	00:35:00	3.51	7.209	11.701	99.214549	0.984
