MiniDOT Logger Concatenated Data File
Sensor:             7450-527969
Concatenation Date: 2018Sep12 08:40:38 CDT

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 208.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,         Central Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1527851280,           2018-06-01 11:08:00,           2018-06-01 06:08:00,      3.550000,     22.027000,          8.400000,                    98.594943,      0.971000
                1527851880,           2018-06-01 11:18:00,           2018-06-01 06:18:00,      3.550000,     21.291000,          8.521000,                    98.597212,      0.971000
                1527852480,           2018-06-01 11:28:00,           2018-06-01 06:28:00,      3.550000,     20.145000,          8.708000,                    98.513420,      0.971000
                1527853080,           2018-06-01 11:38:00,           2018-06-01 06:38:00,      3.550000,     18.987000,          8.899000,                    98.364246,      0.973000
                1527853680,           2018-06-01 11:48:00,           2018-06-01 06:48:00,      3.550000,     17.884000,          9.048000,                    97.784587,      0.973000
                1527854280,           2018-06-01 11:58:00,           2018-06-01 06:58:00,      3.550000,     16.979000,          9.211000,                    97.694198,      0.973000
                1527854880,           2018-06-01 12:08:00,           2018-06-01 07:08:00,      3.550000,     16.128000,          9.352000,                    97.428202,      0.974000
                1527855480,           2018-06-01 12:18:00,           2018-06-01 07:18:00,      3.550000,     15.366000,          9.478000,                    97.148004,      0.975000
                1527856080,           2018-06-01 12:28:00,           2018-06-01 07:28:00,      3.550000,     14.651000,          9.604000,                    96.930035,      0.976000
                1527856680,           2018-06-01 12:38:00,           2018-06-01 07:38:00,      3.550000,     14.105000,          9.725000,                    96.987443,      0.976000
                1527857280,           2018-06-01 12:48:00,           2018-06-01 07:48:00,      3.550000,     13.652000,          9.843000,                    97.189261,      0.976000
                1527857880,           2018-06-01 12:58:00,           2018-06-01 07:58:00,      3.550000,     13.091000,         10.009000,                    97.603517,      0.977000
                1527858480,           2018-06-01 13:08:00,           2018-06-01 08:08:00,      3.550000,     12.642000,         10.105000,                    97.552422,      0.976000
                1527859080,           2018-06-01 13:18:00,           2018-06-01 08:18:00,      3.550000,     12.119000,         10.275000,                    98.027126,      0.977000
                1527859680,           2018-06-01 13:28:00,           2018-06-01 08:28:00,      3.550000,     11.762000,         10.360000,                    98.037052,      0.977000
                1527860280,           2018-06-01 13:38:00,           2018-06-01 08:38:00,      3.550000,     11.512000,         10.416000,                    98.003913,      0.977000
                1527860880,           2018-06-01 13:48:00,           2018-06-01 08:48:00,      3.550000,     11.449000,         10.434000,                    98.031253,      0.976000
                1527861480,           2018-06-01 13:58:00,           2018-06-01 08:58:00,      3.550000,     11.727000,         10.379000,                    98.138256,      0.975000
                1527862080,           2018-06-01 14:08:00,           2018-06-01 09:08:00,      3.550000,     12.074000,         10.312000,                    98.279540,      0.975000
                1527862680,           2018-06-01 14:18:00,           2018-06-01 09:18:00,      3.550000,     12.492000,         10.208000,                    98.214092,      0.975000
                1527863280,           2018-06-01 14:28:00,           2018-06-01 09:28:00,      3.550000,     12.783000,         10.146000,                    98.259277,      0.974000
                1527863880,           2018-06-01 14:38:00,           2018-06-01 09:38:00,      3.540000,     15.469000,         10.068000,                   103.423785,      0.973000
                1527864480,           2018-06-01 14:48:00,           2018-06-01 09:48:00,      3.550000,     16.281000,          9.848000,                   102.928464,      0.971000
                1527865080,           2018-06-01 14:58:00,           2018-06-01 09:58:00,      3.540000,     16.384000,          9.828000,                   102.943265,      0.972000
                1527865680,           2018-06-01 15:08:00,           2018-06-01 10:08:00,      3.540000,     16.350000,          9.830000,                   102.890300,      0.972000
                1527866280,           2018-06-01 15:18:00,           2018-06-01 10:18:00,      3.540000,     16.358000,          9.840000,                   103.012378,      0.972000
                1527866880,           2018-06-01 15:28:00,           2018-06-01 10:28:00,      3.540000,     16.426000,          9.786000,                   102.594248,      0.971000
                1527867480,           2018-06-01 15:38:00,           2018-06-01 10:38:00,      3.540000,     16.409000,          9.822000,                   102.934729,      0.971000
                1527868080,           2018-06-01 15:48:00,           2018-06-01 10:48:00,      3.540000,     16.358000,          9.825000,                   102.855347,      0.971000
                1527868680,           2018-06-01 15:58:00,           2018-06-01 10:58:00,      3.540000,     16.384000,          9.796000,                   102.608081,      0.971000
                1527869280,           2018-06-01 16:08:00,           2018-06-01 11:08:00,      3.540000,     16.375000,          9.777000,                   102.389605,      0.971000
                1527869880,           2018-06-01 16:18:00,           2018-06-01 11:18:00,      3.540000,     16.409000,          9.797000,                   102.672728,      0.971000
                1527870480,           2018-06-01 16:28:00,           2018-06-01 11:28:00,      3.540000,     16.324000,          9.810000,                   102.624561,      0.972000
                1527871080,           2018-06-01 16:38:00,           2018-06-01 11:38:00,      3.540000,     16.384000,          9.803000,                   102.681403,      0.971000
                1527871680,           2018-06-01 16:48:00,           2018-06-01 11:48:00,      3.540000,     16.367000,          9.788000,                   102.487485,      0.971000
                1527872280,           2018-06-01 16:58:00,           2018-06-01 11:58:00,      3.540000,     16.443000,          9.751000,                   102.263986,      0.971000
                1527872880,           2018-06-01 17:08:00,           2018-06-01 12:08:00,      3.540000,     16.384000,          9.771000,                   102.346219,      0.971000
                1527873480,           2018-06-01 17:18:00,           2018-06-01 12:18:00,      3.540000,     16.367000,          9.809000,                   102.707370,      0.971000
                1527874080,           2018-06-01 17:28:00,           2018-06-01 12:28:00,      3.540000,     16.418000,          9.787000,                   102.587412,      0.971000
                1527874680,           2018-06-01 17:38:00,           2018-06-01 12:38:00,      3.540000,     16.315000,          9.835000,                   102.866520,      0.971000
                1527875280,           2018-06-01 17:48:00,           2018-06-01 12:48:00,      3.540000,     16.392000,          9.786000,                   102.520651,      0.971000
                1527875880,           2018-06-01 17:58:00,           2018-06-01 12:58:00,      3.540000,     16.324000,          9.822000,                   102.750096,      0.972000
                1527876480,           2018-06-01 18:08:00,           2018-06-01 13:08:00,      3.540000,     16.367000,          9.809000,                   102.707370,      0.971000
                1527877080,           2018-06-01 18:18:00,           2018-06-01 13:18:00,      3.540000,     16.290000,          9.828000,                   102.738984,      0.971000
                1527877680,           2018-06-01 18:28:00,           2018-06-01 13:28:00,      3.540000,     16.307000,          9.820000,                   102.692262,      0.971000
                1527878280,           2018-06-01 18:38:00,           2018-06-01 13:38:00,      3.540000,     16.298000,          9.823000,                   102.704089,      0.972000
                1527878880,           2018-06-01 18:48:00,           2018-06-01 13:48:00,      3.540000,     16.341000,          9.805000,                   102.609112,      0.971000
                1527879480,           2018-06-01 18:58:00,           2018-06-01 13:58:00,      3.540000,     16.315000,          9.807000,                   102.573662,      0.971000
                1527880080,           2018-06-01 19:08:00,           2018-06-01 14:08:00,      3.540000,     16.290000,          9.828000,                   102.738984,      0.971000
                1527880680,           2018-06-01 19:18:00,           2018-06-01 14:18:00,      3.540000,     16.324000,          9.820000,                   102.729173,      0.971000
