Unix.Timestamp	Date.CST	Time.CST	Battery	Temperature	Dissolved.Oxygen	Dissolved.Oxygen.Saturation	Q
1527851280	2018-06-01	06:08:00	3.55	21.907	8.372	98.038855	0.982
1527851880	2018-06-01	06:18:00	3.55	21.23	8.494	98.167836	0.982
1527852480	2018-06-01	06:28:00	3.55	20.268	8.657	98.175774	0.982
1527853080	2018-06-01	06:38:00	3.56	19.103	8.847	98.019017	0.982
1527853680	2018-06-01	06:48:00	3.56	18.127	8.967	97.394472	0.981
1527854280	2018-06-01	06:58:00	3.55	17.342	9.102	97.271319	0.981
1527854880	2018-06-01	07:08:00	3.55	16.604	9.229	97.118319	0.982
1527855480	2018-06-01	07:18:00	3.56	16.085	9.287	96.662824	0.982
1527856080	2018-06-01	07:28:00	3.55	15.477	9.394	96.516657	0.982
1527856680	2018-06-01	07:38:00	3.55	14.987	9.51	96.68311	0.983
1527857280	2018-06-01	07:48:00	3.55	14.608	9.614	96.940247	0.983
1527857880	2018-06-01	07:58:00	3.55	14.105	9.743	97.166957	0.983
1527858480	2018-06-01	08:08:00	3.55	13.688	9.847	97.306194	0.983
1527859080	2018-06-01	08:18:00	3.55	13.347	9.954	97.622617	0.983
1527859680	2018-06-01	08:28:00	3.55	13.022	10.027	97.62836	0.983
1527860280	2018-06-01	08:38:00	3.55	12.67	10.108	97.642903	0.984
1527860880	2018-06-01	08:48:00	3.55	12.44	10.168	97.714422	0.984
1527861480	2018-06-01	08:58:00	3.55	12.52	10.145	97.669649	0.984
1527862080	2018-06-01	09:08:00	3.55	12.555	10.144	97.737148	0.983
1527862680	2018-06-01	09:18:00	3.55	12.661	10.123	97.767998	0.983
1527863280	2018-06-01	09:28:00	3.55	12.776	10.107	97.866192	0.983
1527863880	2018-06-01	09:38:00	3.55	11.836	12.283	116.43118	0.983
1527864480	2018-06-01	09:48:00	3.55	11.594	12.41	116.985361	0.984
1527865080	2018-06-01	09:58:00	3.55	11.343	12.329	115.553243	0.984
1527865680	2018-06-01	10:08:00	3.55	11.505	12.39	116.558495	0.985
1527866280	2018-06-01	10:18:00	3.55	11.657	12.335	116.446383	0.984
1527866880	2018-06-01	10:28:00	3.55	11.711	12.397	117.176473	0.985
1527867480	2018-06-01	10:38:00	3.55	11.657	12.278	115.908285	0.984
1527868080	2018-06-01	10:48:00	3.55	11.603	12.286	115.840355	0.985
1527868680	2018-06-01	10:58:00	3.55	11.737	12.399	117.265117	0.985
1527869280	2018-06-01	11:08:00	3.55	12.298	12.235	117.201184	0.985
1527869880	2018-06-01	11:18:00	3.55	12.076	12.275	116.993426	0.984
1527870480	2018-06-01	11:28:00	3.55	12.44	12.273	117.94346	0.984
1527871080	2018-06-01	11:38:00	3.55	12.661	12.242	118.233313	0.984
1527871680	2018-06-01	11:48:00	3.55	12.881	12.23	118.702593	0.984
1527872280	2018-06-01	11:58:00	3.55	13.32	11.819	115.843776	0.984
1527872880	2018-06-01	12:08:00	3.55	13.478	11.678	114.864301	0.984
1527873480	2018-06-01	12:18:00	3.55	13.574	11.628	114.616183	0.984
1527874080	2018-06-01	12:28:00	3.55	13.783	11.621	115.077767	0.984
