Unix.Timestamp	Date.CST	Time.CST	Battery	Temperature	Dissolved.Oxygen	Dissolved.Oxygen.Saturation	Q
1527851160	2018-06-01	06:06:00	3.55	22.055	8.366	98.248915	0.965
1527851760	2018-06-01	06:16:00	3.55	21.871	8.395	98.239796	0.965
1527852360	2018-06-01	06:26:00	3.55	21.587	8.509	99.027307	0.972
1527852960	2018-06-01	06:36:00	3.55	21.003	8.55	98.377204	0.965
1527853560	2018-06-01	06:46:00	3.55	20.568	8.606	98.178165	0.969
1527854160	2018-06-01	06:56:00	3.55	20.192	8.69	98.401567	0.973
1527854760	2018-06-01	07:06:00	3.55	19.799	8.741	98.207674	0.972
1527855360	2018-06-01	07:16:00	3.55	19.397	8.756	97.587085	0.968
1527855960	2018-06-01	07:26:00	3.55	18.97	8.812	97.369102	0.969
1527856560	2018-06-01	07:36:00	3.55	18.651	8.892	97.61922	0.974
1527857160	2018-06-01	07:46:00	3.55	18.247	8.923	97.155217	0.965
1527857760	2018-06-01	07:56:00	3.55	17.826	9.133	98.585312	0.976
1527858360	2018-06-01	08:06:00	3.55	17.513	9.14	98.024648	0.972
1527858960	2018-06-01	08:16:00	3.55	17.124	9.256	98.469173	0.97
1527859560	2018-06-01	08:26:00	3.55	16.759	9.283	98.005214	0.966
1527860160	2018-06-01	08:36:00	3.55	16.462	9.335	97.940409	0.97
1527860760	2018-06-01	08:46:00	3.55	15.899	9.463	98.106089	0.968
1527861360	2018-06-01	08:56:00	3.55	15.549	9.529	98.054844	0.968
1527861960	2018-06-01	09:06:00	3.55	15.18	9.623	98.240313	0.968
1527862560	2018-06-01	09:16:00	3.55	14.904	9.679	98.224702	0.968
1527863160	2018-06-01	09:26:00	3.55	14.671	9.714	98.082867	0.968
1527863760	2018-06-01	09:36:00	3.55	11.535	7.815	73.570005	0.96
1527864360	2018-06-01	09:46:00	3.55	8.26	8.591	74.849677	0.965
1527864960	2018-06-01	09:56:00	3.55	8.137	8.684	75.43347	0.965
1527865560	2018-06-01	10:06:00	3.55	8.034	8.829	76.50033	0.965
1527866160	2018-06-01	10:16:00	3.55	8.015	8.849	76.638013	0.965
1527866760	2018-06-01	10:26:00	3.55	7.967	8.806	76.1761	0.965
1527867360	2018-06-01	10:36:00	3.55	7.939	8.885	76.806819	0.965
1527867960	2018-06-01	10:46:00	3.55	8.062	8.825	76.518015	0.965
