Unix.Timestamp	Date.CST	Time.CST	Battery	Temperature	Dissolved.Oxygen	Dissolved.Oxygen.Saturation	Q
1527851040	2018-06-01	06:04:00	3.55	22.183	8.395	98.832906	0.974
1527851640	2018-06-01	06:14:00	3.55	21.94	8.439	98.886482	0.973
1527852240	2018-06-01	06:24:00	3.55	21.79	8.474	99.008965	0.974
1527852840	2018-06-01	06:34:00	3.55	21.455	8.527	98.982447	0.973
1527853440	2018-06-01	06:44:00	3.55	21.053	8.548	98.450575	0.973
1527854040	2018-06-01	06:54:00	3.55	20.677	8.594	98.252162	0.973
1527854640	2018-06-01	07:04:00	3.55	20.258	8.639	97.952222	0.973
1527855240	2018-06-01	07:14:00	3.55	19.864	8.712	98.008926	0.974
1527855840	2018-06-01	07:24:00	3.55	19.529	8.721	97.454938	0.973
1527856440	2018-06-01	07:34:00	3.55	19.151	8.788	97.459719	0.973
1527857040	2018-06-01	07:44:00	3.55	18.731	8.868	97.514192	0.973
1527857640	2018-06-01	07:54:00	3.55	18.31	8.994	98.054614	0.974
1527858240	2018-06-01	08:04:00	3.55	17.906	9.069	98.055955	0.974
1527858840	2018-06-01	08:14:00	3.55	17.475	9.185	98.429699	0.974
1527859440	2018-06-01	08:24:00	3.55	17.026	9.289	98.618303	0.974
1527860040	2018-06-01	08:34:00	3.55	16.653	9.351	98.503592	0.974
1527860640	2018-06-01	08:44:00	3.55	16.262	9.427	98.488698	0.975
1527861240	2018-06-01	08:54:00	3.55	15.852	9.508	98.474004	0.975
1527861840	2018-06-01	09:04:00	3.55	15.51	9.574	98.435631	0.975
1527862440	2018-06-01	09:14:00	3.55	15.149	9.661	98.562372	0.975
1527863040	2018-06-01	09:24:00	3.55	14.848	9.629	97.598832	0.975
1527863640	2018-06-01	09:34:00	3.55	10.095	7.776	70.792277	0.976
1527864240	2018-06-01	09:44:00	3.55	7.548	6.983	59.787627	0.979
1527864840	2018-06-01	09:54:00	3.55	7.252	6.964	59.190096	0.979
1527865440	2018-06-01	10:04:00	3.55	7.137	7.075	59.962123	0.978
1527866040	2018-06-01	10:14:00	3.55	7.156	7.088	60.100663	0.978
1527866640	2018-06-01	10:24:00	3.55	7.156	7.148	60.609416	0.978
1527867240	2018-06-01	10:34:00	3.55	7.185	7.113	60.356094	0.978
1527867840	2018-06-01	10:44:00	3.55	7.146	7.068	59.916193	0.978
1527868440	2018-06-01	10:54:00	3.55	7.185	7.05	59.821519	0.978
1527869040	2018-06-01	11:04:00	3.55	7.194	7.265	61.659638	0.978
1527869640	2018-06-01	11:14:00	3.55	7.242	7.216	61.316747	0.978
1527870240	2018-06-01	11:24:00	3.54	7.185	7.005	59.43968	0.978
1527870840	2018-06-01	11:34:00	3.54	7.146	6.917	58.63615	0.978
1527871440	2018-06-01	11:44:00	3.54	7.185	6.895	58.506294	0.978
1527872040	2018-06-01	11:54:00	3.54	7.185	6.88	58.379014	0.978
1527872640	2018-06-01	12:04:00	3.54	7.175	6.91	58.619018	0.978
1527873240	2018-06-01	12:14:00	3.54	7.204	6.881	58.415043	0.978
1527873840	2018-06-01	12:24:00	3.54	7.185	6.855	58.166881	0.978
1527874440	2018-06-01	12:34:00	3.54	7.127	6.887	58.35428	0.978
1527875040	2018-06-01	12:44:00	3.54	7.185	6.84	58.039602	0.978
1527875640	2018-06-01	12:54:00	3.54	7.069	6.897	58.354788	0.978
1527876240	2018-06-01	13:04:00	3.54	7.06	6.941	58.713918	0.978
1527876840	2018-06-01	13:14:00	3.54	7.117	6.876	58.246596	0.978
1527877440	2018-06-01	13:24:00	3.54	7.069	7.051	59.657766	0.978
1527878040	2018-06-01	13:34:00	3.54	7.021	7.047	59.55273	0.978
1527878640	2018-06-01	13:44:00	3.54	7.069	7.028	59.463166	0.977
1527879240	2018-06-01	13:54:00	3.54	7.069	6.815	57.660995	0.978
1527879840	2018-06-01	14:04:00	3.54	7.117	6.681	56.594751	0.977
1527880440	2018-06-01	14:14:00	3.54	7.108	6.609	55.972315	0.977
1527881040	2018-06-01	14:24:00	3.54	7.069	6.711	56.781062	0.978
1527881640	2018-06-01	14:34:00	3.54	7.165	6.584	55.839621	0.978
1527882240	2018-06-01	14:44:00	3.54	6.963	6.797	57.357089	0.978
1527882840	2018-06-01	14:54:00	3.54	7.021	6.921	58.487931	0.978
1527883440	2018-06-01	15:04:00	3.54	7.069	6.901	58.388632	0.978
1527884040	2018-06-01	15:14:00	3.54	7.069	6.7	56.687992	0.978
1527884640	2018-06-01	15:24:00	3.54	7.05	6.662	56.339835	0.978
1527885240	2018-06-01	15:34:00	3.54	7.011	6.598	55.744441	0.978
1527885840	2018-06-01	15:44:00	3.54	7.021	6.477	54.735779	0.977
1527886440	2018-06-01	15:54:00	3.54	7.031	6.688	56.53297	0.977
1527887040	2018-06-01	16:04:00	3.54	7.002	6.89	58.19841	0.978
1527887640	2018-06-01	16:14:00	3.54	7.04	6.957	58.819977	0.978
1527888240	2018-06-01	16:24:00	3.53	7.069	7.005	59.268565	0.977
1527888840	2018-06-01	16:34:00	3.54	7.011	7.025	59.35203	0.977
1527889440	2018-06-01	16:44:00	3.54	7.079	7.029	59.486423	0.977
