MiniDOT Logger Concatenated Data File
Sensor:             7450-813606
Concatenation Date: 2018Sep12 09:55:25 CDT

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 197.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,         Central Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1527677760,           2018-05-30 10:56:00,           2018-05-30 05:56:00,      3.550000,     19.998000,          8.317000,                    93.689672,      1.113000
                1527678360,           2018-05-30 11:06:00,           2018-05-30 06:06:00,      3.550000,     19.629000,          8.446000,                    94.444526,      1.115000
                1527678960,           2018-05-30 11:16:00,           2018-05-30 06:16:00,      3.560000,     19.125000,          8.554000,                    94.687947,      1.114000
                1527679560,           2018-05-30 11:26:00,           2018-05-30 06:26:00,      3.550000,     18.688000,          8.684000,                    95.279847,      1.116000
                1527680160,           2018-05-30 11:36:00,           2018-05-30 06:36:00,      3.560000,     18.191000,          8.783000,                    95.393530,      1.118000
                1527680760,           2018-05-30 11:46:00,           2018-05-30 06:46:00,      3.550000,     17.565000,          8.910000,                    95.533141,      1.118000
                1527681360,           2018-05-30 11:56:00,           2018-05-30 06:56:00,      3.560000,     16.870000,          9.038000,                    95.513278,      1.118000
                1527681960,           2018-05-30 12:06:00,           2018-05-30 07:06:00,      3.550000,     16.086000,          9.183000,                    95.454934,      1.119000
                1527682560,           2018-05-30 12:16:00,           2018-05-30 07:16:00,      3.550000,     15.349000,          9.330000,                    95.468755,      1.115000
                1527683160,           2018-05-30 12:26:00,           2018-05-30 07:26:00,      3.560000,     14.893000,          9.400000,                    95.243643,      1.115000
                1527683760,           2018-05-30 12:36:00,           2018-05-30 07:36:00,      3.550000,     14.642000,          9.448000,                    95.210012,      1.116000
                1527684360,           2018-05-30 12:46:00,           2018-05-30 07:46:00,      3.550000,     14.512000,          9.469000,                    95.151960,      1.117000
                1527684960,           2018-05-30 12:56:00,           2018-05-30 07:56:00,      3.550000,     14.737000,          9.429000,                    95.214883,      1.118000
                1527685560,           2018-05-30 13:06:00,           2018-05-30 08:06:00,      3.550000,     14.893000,          9.398000,                    95.223378,      1.114000
                1527686160,           2018-05-30 13:16:00,           2018-05-30 08:16:00,      3.550000,     15.074000,          9.359000,                    95.200020,      1.114000
                1527686760,           2018-05-30 13:26:00,           2018-05-30 08:26:00,      3.550000,     15.186000,          9.335000,                    95.185519,      1.120000
                1527687360,           2018-05-30 13:36:00,           2018-05-30 08:36:00,      3.550000,     15.744000,          9.219000,                    95.134238,      1.119000
                1527687960,           2018-05-30 13:46:00,           2018-05-30 08:46:00,      3.550000,     16.231000,          9.113000,                    95.018852,      1.118000
                1527688560,           2018-05-30 13:56:00,           2018-05-30 08:56:00,      3.550000,     16.530000,          9.072000,                    95.190426,      1.119000
                1527689160,           2018-05-30 14:06:00,           2018-05-30 09:06:00,      3.550000,     16.794000,          9.027000,                    95.245217,      1.119000
                1527689760,           2018-05-30 14:16:00,           2018-05-30 09:16:00,      3.550000,     17.074000,          8.971000,                    95.210439,      1.114000
                1527690360,           2018-05-30 14:26:00,           2018-05-30 09:26:00,      3.550000,     17.413000,          8.899000,                    95.115036,      1.114000
                1527690960,           2018-05-30 14:36:00,           2018-05-30 09:36:00,      3.550000,     17.515000,          8.905000,                    95.380705,      1.115000
                1527691560,           2018-05-30 14:46:00,           2018-05-30 09:46:00,      3.550000,     17.760000,          8.851000,                    95.283823,      1.115000
                1527692160,           2018-05-30 14:56:00,           2018-05-30 09:56:00,      3.550000,     17.997000,          8.804000,                    95.241635,      1.118000
                1527692760,           2018-05-30 15:06:00,           2018-05-30 10:06:00,      3.550000,     18.216000,          8.781000,                    95.420669,      1.113000
                1527693360,           2018-05-30 15:16:00,           2018-05-30 10:16:00,      3.550000,     12.056000,         10.941000,                   104.093229,      1.117000
                1527693960,           2018-05-30 15:26:00,           2018-05-30 10:26:00,      3.550000,     11.564000,         11.161000,                   104.999513,      1.118000
                1527694560,           2018-05-30 15:36:00,           2018-05-30 10:36:00,      3.550000,     11.555000,         11.177000,                   105.128324,      1.118000
                1527695160,           2018-05-30 15:46:00,           2018-05-30 10:46:00,      3.550000,     11.493000,         11.214000,                   105.326295,      1.118000
                1527695760,           2018-05-30 15:56:00,           2018-05-30 10:56:00,      3.550000,     11.600000,         11.163000,                   105.105081,      1.118000
                1527696360,           2018-05-30 16:06:00,           2018-05-30 11:06:00,      3.550000,     11.564000,         11.195000,                   105.319376,      1.118000
                1527696960,           2018-05-30 16:16:00,           2018-05-30 11:16:00,      3.550000,     11.582000,         11.189000,                   105.306404,      1.118000
                1527697560,           2018-05-30 16:26:00,           2018-05-30 11:26:00,      3.550000,     11.618000,         11.176000,                   105.270915,      1.118000
                1527698160,           2018-05-30 16:36:00,           2018-05-30 11:36:00,      3.550000,     11.761000,         11.148000,                   105.351501,      1.117000
                1527698760,           2018-05-30 16:46:00,           2018-05-30 11:46:00,      3.550000,     11.868000,         11.190000,                   106.007195,      1.118000
                1527699360,           2018-05-30 16:56:00,           2018-05-30 11:56:00,      3.550000,     11.975000,         11.132000,                   105.715324,      1.117000
                1527699960,           2018-05-30 17:06:00,           2018-05-30 12:06:00,      3.550000,     12.189000,         11.198000,                   106.860748,      1.117000
                1527700560,           2018-05-30 17:16:00,           2018-05-30 12:16:00,      3.550000,     12.366000,         11.156000,                   106.887746,      1.116000
                1527701160,           2018-05-30 17:26:00,           2018-05-30 12:26:00,      3.550000,     12.482000,         11.131000,                   106.928160,      1.117000
                1527701760,           2018-05-30 17:36:00,           2018-05-30 12:36:00,      3.550000,     12.402000,         11.087000,                   106.313162,      1.117000
                1527702360,           2018-05-30 17:46:00,           2018-05-30 12:46:00,      3.550000,     12.216000,         11.172000,                   106.677960,      1.117000
                1527702960,           2018-05-30 17:56:00,           2018-05-30 12:56:00,      3.550000,     12.393000,         11.143000,                   106.828405,      1.117000
                1527703560,           2018-05-30 18:06:00,           2018-05-30 13:06:00,      3.550000,     12.667000,         10.995000,                   106.063039,      1.116000
                1527704160,           2018-05-30 18:16:00,           2018-05-30 13:16:00,      3.550000,     12.632000,         11.024000,                   106.259038,      1.116000
                1527704760,           2018-05-30 18:26:00,           2018-05-30 13:26:00,      3.550000,     12.659000,         11.055000,                   106.622630,      1.116000
