Unix.Timestamp	Date.CST	Time.CST	Battery	Temperature	Dissolved.Oxygen	Dissolved.Oxygen.Saturation	Q
1527764400	2018-05-31	06:00:00	3.55	23.353	7.94	95.375717	0.982
1527765000	2018-05-31	06:10:00	3.55	23.303	7.948	95.38155	0.981
1527765600	2018-05-31	06:20:00	3.55	23.177	7.971	95.429529	0.982
1527766200	2018-05-31	06:30:00	3.55	22.935	8.012	95.480497	0.982
1527766800	2018-05-31	06:40:00	3.56	22.568	8.077	95.583459	0.982
1527767400	2018-05-31	06:50:00	3.56	22.226	8.139	95.687394	0.983
1527768000	2018-05-31	07:00:00	3.55	21.975	8.161	95.483159	0.982
1527768600	2018-05-31	07:10:00	3.56	21.625	8.226	95.593868	0.983
1527769200	2018-05-31	07:20:00	3.56	21.333	8.268	95.537793	0.983
1527769800	2018-05-31	07:30:00	3.55	21.149	8.355	96.196928	0.983
1527770400	2018-05-31	07:40:00	3.55	20.999	8.372	96.110084	0.984
1527771000	2018-05-31	07:50:00	3.56	20.882	8.375	95.924155	0.983
1527771600	2018-05-31	08:00:00	3.56	20.748	8.392	95.866097	0.983
1527772200	2018-05-31	08:10:00	3.56	20.698	8.391	95.760403	0.984
1527772800	2018-05-31	08:20:00	3.55	20.682	8.394	95.764467	0.984
1527773400	2018-05-31	08:30:00	3.56	20.732	8.41	96.041483	0.985
1527774000	2018-05-31	08:40:00	3.56	20.782	8.419	96.238861	0.984
1527774600	2018-05-31	08:50:00	3.55	20.849	8.409	96.25119	0.983
1527775200	2018-05-31	09:00:00	3.55	20.89	8.404	96.271427	0.983
1527775800	2018-05-31	09:10:00	3.55	21.107	8.373	96.325026	0.984
1527776400	2018-05-31	09:20:00	3.56	21.299	8.342	96.328988	0.983
1527777000	2018-05-31	09:30:00	3.56	21.441	8.325	96.399009	0.983
1527777600	2018-05-31	09:40:00	3.55	21.675	8.297	96.512525	0.983
1527778200	2018-05-31	09:50:00	3.55	21.942	8.256	96.533123	0.984
1527778800	2018-05-31	10:00:00	3.56	22.392	8.191	96.60626	0.984
1527779400	2018-05-31	10:10:00	3.55	22.701	8.153	96.728421	0.983
1527780000	2018-05-31	10:20:00	3.56	23.077	8.104	96.837903	0.983
1527780600	2018-05-31	10:30:00	3.56	23.386	8.065	96.937685	0.983
1527781200	2018-05-31	10:40:00	3.56	23.52	8.045	96.942283	0.983
1527781800	2018-05-31	10:50:00	3.56	23.578	8.038	96.963923	0.983
1527782400	2018-05-31	11:00:00	3.56	23.662	8.03	97.020815	0.983
1527783000	2018-05-31	11:10:00	3.55	23.896	7.994	97.011548	0.983
1527783600	2018-05-31	11:20:00	3.56	23.871	7.992	96.941788	0.982
1527784200	2018-05-31	11:30:00	3.55	23.796	8.01	97.023379	0.984
1527784800	2018-05-31	11:40:00	3.55	23.595	8.029	96.886391	0.982
1527785400	2018-05-31	11:50:00	3.56	23.511	8.052	97.01016	0.983
1527786000	2018-05-31	12:00:00	3.56	23.545	8.037	96.891559	0.983
1527786600	2018-05-31	12:10:00	3.56	15.208	7.942	80.951327	0.98
1527787200	2018-05-31	12:20:00	3.56	10.766	9.097	83.94746	0.989
1527787800	2018-05-31	12:30:00	3.56	10.394	9.2	84.163763	0.99
1527788400	2018-05-31	12:40:00	3.56	10.348	9.327	85.233656	0.989
1527789000	2018-05-31	12:50:00	3.56	10.284	9.333	85.160536	0.989
1527789600	2018-05-31	13:00:00	3.56	10.156	9.189	83.594767	0.989
1527790200	2018-05-31	13:10:00	3.56	9.955	8.715	78.907977	0.989
1527790800	2018-05-31	13:20:00	3.56	10.01	8.922	80.887129	0.988
1527791400	2018-05-31	13:30:00	3.56	9.927	8.872	80.276397	0.989
1527792000	2018-05-31	13:40:00	3.56	10.129	9.107	82.79617	0.988
1527792600	2018-05-31	13:50:00	3.55	9.881	8.803	79.565525	0.988
1527793200	2018-05-31	14:00:00	3.55	10.028	8.953	81.20264	0.988
1527793800	2018-05-31	14:10:00	3.55	10.055	8.971	81.417703	0.989
1527794400	2018-05-31	14:20:00	3.55	10.028	8.889	80.622167	0.988
1527795000	2018-05-31	14:30:00	3.55	10.019	8.78	79.616651	0.988
1527795600	2018-05-31	14:40:00	3.55	9.955	8.785	79.541776	0.988
1527796200	2018-05-31	14:50:00	3.55	9.982	8.799	79.719327	0.988
1527796800	2018-05-31	15:00:00	3.55	10.019	8.799	79.788942	0.988
1527797400	2018-05-31	15:10:00	3.55	9.982	8.817	79.882408	0.988
1527798000	2018-05-31	15:20:00	3.55	10.037	8.803	79.859102	0.988
1527798600	2018-05-31	15:30:00	3.55	10.01	8.818	79.944262	0.988
1527799200	2018-05-31	15:40:00	3.55	10.184	9.231	84.032173	0.988
1527799800	2018-05-31	15:50:00	3.55	10.302	9.374	85.570787	0.988
1527800400	2018-05-31	16:00:00	3.55	10.11	8.957	81.396033	0.988
1527801000	2018-05-31	16:10:00	3.55	10.037	8.949	81.183585	0.988
1527801600	2018-05-31	16:20:00	3.55	10.184	9.005	81.974837	0.988
1527802200	2018-05-31	16:30:00	3.55	10.156	9.134	83.094417	0.988
1527802800	2018-05-31	16:40:00	3.55	10.156	9.248	84.131505	0.988
1527803400	2018-05-31	16:50:00	3.55	10.092	9.355	84.976799	0.988
1527804000	2018-05-31	17:00:00	3.55	10.083	9.45	85.821543	0.988
1527804600	2018-05-31	17:10:00	3.55	10.083	9.348	84.895215	0.988
1527805200	2018-05-31	17:20:00	3.55	10.055	9.481	86.046287	0.988
1527805800	2018-05-31	17:30:00	3.55	10.083	9.614	87.310933	0.988
1527806400	2018-05-31	17:40:00	3.55	10.229	9.705	88.440611	0.988
1527807000	2018-05-31	17:50:00	3.55	10.375	9.717	88.853838	0.987
1527807600	2018-05-31	18:00:00	3.55	10.412	9.674	88.537345	0.988
1527808200	2018-05-31	18:10:00	3.55	10.43	9.613	88.016155	0.988
1527808800	2018-05-31	18:20:00	3.55	10.43	9.564	87.567514	0.987
1527809400	2018-05-31	18:30:00	3.55	10.321	9.413	85.965109	0.988
1527810000	2018-05-31	18:40:00	3.55	10.083	9.258	84.077867	0.988
1527810600	2018-05-31	18:50:00	3.55	10.055	9.315	84.539728	0.988
1527811200	2018-05-31	19:00:00	3.55	10.165	9.159	83.339491	0.987
1527811800	2018-05-31	19:10:00	3.55	10.174	9.413	85.668818	0.988
1527812400	2018-05-31	19:20:00	3.55	10.092	9.148	83.0965	0.988
1527813000	2018-05-31	19:30:00	3.55	10.22	9.715	88.51302	0.988
1527813600	2018-05-31	19:40:00	3.55	10.448	9.822	89.967646	0.987
1527814200	2018-05-31	19:50:00	3.55	10.503	9.9	90.798852	0.987
1527814800	2018-05-31	20:00:00	3.55	10.603	10.019	92.105172	0.987
1527815400	2018-05-31	20:10:00	3.54	10.666	10.15	93.44668	0.987
1527816000	2018-05-31	20:20:00	3.55	10.666	10.354	95.32482	0.988
