Unix.Timestamp	Date.CST	Time.CST	Battery	Temperature	Dissolved.Oxygen	Dissolved.Oxygen.Saturation	Q
1527764280	2018-05-31	05:58:00	3.55	23.548	7.757	93.521258	1.012
1527764880	2018-05-31	06:08:00	3.55	23.431	7.808	93.928494	1.011
1527765480	2018-05-31	06:18:00	3.55	23.298	7.837	94.040573	1.009
1527766080	2018-05-31	06:28:00	3.55	22.98	7.902	94.250247	1.009
1527766680	2018-05-31	06:38:00	3.55	22.713	7.949	94.329744	1.01
1527767280	2018-05-31	06:48:00	3.55	22.354	7.998	94.261225	1.011
1527767880	2018-05-31	06:58:00	3.55	22.053	8.043	94.24428	1.012
1527768480	2018-05-31	07:08:00	3.55	21.661	8.118	94.404722	1.012
1527769080	2018-05-31	07:18:00	3.55	21.327	8.167	94.359687	1.012
1527769680	2018-05-31	07:28:00	3.55	21.043	8.24	94.676296	1.011
1527770280	2018-05-31	07:38:00	3.55	20.893	8.287	94.936732	1.012
1527770880	2018-05-31	07:48:00	3.55	20.751	8.3	94.820729	1.011
1527771480	2018-05-31	07:58:00	3.55	20.609	8.313	94.704051	1.012
1527772080	2018-05-31	08:08:00	3.55	20.5	8.323	94.614271	1.009
1527772680	2018-05-31	08:18:00	3.55	20.5	8.327	94.659742	1.011
1527773280	2018-05-31	08:28:00	3.55	20.584	8.333	94.885112	1.012
1527773880	2018-05-31	08:38:00	3.55	20.667	8.331	95.017646	1.012
1527774480	2018-05-31	08:48:00	3.55	20.793	8.309	95.001976	1.012
1527775080	2018-05-31	08:58:00	3.55	20.96	8.294	95.141891	1.012
1527775680	2018-05-31	09:08:00	3.55	21.185	8.252	95.077889	1.012
1527776280	2018-05-31	09:18:00	3.55	21.536	8.2	95.127164	1.012
1527776880	2018-05-31	09:28:00	3.55	21.786	8.163	95.158246	1.012
1527777480	2018-05-31	09:38:00	3.55	22.078	8.125	95.251013	1.012
1527778080	2018-05-31	09:48:00	3.55	22.354	8.092	95.369071	1.012
1527778680	2018-05-31	09:58:00	3.55	22.788	8.013	95.225395	1.012
1527779280	2018-05-31	10:08:00	3.55	23.105	7.971	95.299276	1.012
1527779880	2018-05-31	10:18:00	3.55	23.431	7.937	95.480335	1.012
1527780480	2018-05-31	10:28:00	3.55	23.682	7.901	95.498144	1.012
1527781080	2018-05-31	10:38:00	3.55	23.841	7.873	95.444567	1.012
1527781680	2018-05-31	10:48:00	3.55	23.766	7.886	95.467555	1.012
1527782280	2018-05-31	10:58:00	3.55	23.724	7.894	95.488963	1.01
1527782880	2018-05-31	11:08:00	3.55	23.757	7.895	95.56034	1.012
1527783480	2018-05-31	11:18:00	3.55	23.716	7.903	95.583446	1.012
1527784080	2018-05-31	11:28:00	3.55	23.481	7.932	95.510317	1.012
1527784680	2018-05-31	11:38:00	3.55	23.247	7.963	95.460297	1.012
1527785280	2018-05-31	11:48:00	3.55	23.139	7.985	95.528268	1.012
1527785880	2018-05-31	11:58:00	3.55	23.164	7.986	95.585545	1.013
1527786480	2018-05-31	12:08:00	3.55	14.49	6.775	67.990253	1.005
1527787080	2018-05-31	12:18:00	3.56	9.814	6.819	61.53562	1.011
1527787680	2018-05-31	12:28:00	3.55	9.445	6.88	61.544389	1.012
1527788280	2018-05-31	12:38:00	3.55	9.353	7.057	62.989377	1.013
1527788880	2018-05-31	12:48:00	3.55	9.316	7.007	62.487862	1.013
1527789480	2018-05-31	12:58:00	3.55	9.334	7.186	64.111721	1.013
1527790080	2018-05-31	13:08:00	3.55	9.297	7.229	64.438388	1.013
1527790680	2018-05-31	13:18:00	3.55	9.306	7.339	65.432981	1.013
1527791280	2018-05-31	13:28:00	3.55	9.269	6.808	60.645054	1.013
1527791880	2018-05-31	13:38:00	3.55	9.269	6.94	61.820899	1.013
1527792480	2018-05-31	13:48:00	3.55	9.26	6.826	60.792316	1.013
1527793080	2018-05-31	13:58:00	3.55	9.195	6.865	61.044659	1.013
1527793680	2018-05-31	14:08:00	3.55	9.204	6.796	60.444118	1.013
1527794280	2018-05-31	14:18:00	3.55	9.195	6.76	60.110982	1.013
1527794880	2018-05-31	14:28:00	3.55	9.242	6.881	61.255776	1.013
1527795480	2018-05-31	14:38:00	3.55	9.204	6.701	59.599181	1.013
1527796080	2018-05-31	14:48:00	3.55	9.149	6.442	57.220214	1.013
1527796680	2018-05-31	14:58:00	3.55	9.177	6.504	57.809674	1.013
1527797280	2018-05-31	15:08:00	3.55	9.102	6.358	56.41052	1.013
1527797880	2018-05-31	15:18:00	3.55	9.13	6.249	55.480655	1.013
1527798480	2018-05-31	15:28:00	3.55	9.121	6.24	55.388802	1.013
1527799080	2018-05-31	15:38:00	3.55	9.121	6.156	54.643184	1.013
1527799680	2018-05-31	15:48:00	3.55	9.149	6.151	54.635445	1.013
1527800280	2018-05-31	15:58:00	3.55	9.102	6.262	55.558773	1.013
1527800880	2018-05-31	16:08:00	3.55	9.065	5.993	53.124942	1.013
1527801480	2018-05-31	16:18:00	3.55	9.056	5.772	51.15484	1.013
1527802080	2018-05-31	16:28:00	3.55	9.112	6.041	53.61083	1.013
1527802680	2018-05-31	16:38:00	3.55	9.177	6.592	58.591847	1.013
