Unix.Timestamp	Date.CST	Time.CST	Battery	Temperature	Dissolved.Oxygen	Dissolved.Oxygen.Saturation	Q
1527764220	2018-05-31	05:57:00	3.55	23.742	7.843	94.904167	0.967
1527764820	2018-05-31	06:07:00	3.56	23.566	7.872	94.939955	0.967
1527765420	2018-05-31	06:17:00	3.56	23.349	7.913	95.044201	0.968
1527766020	2018-05-31	06:27:00	3.56	22.956	7.973	95.053695	0.968
1527766620	2018-05-31	06:37:00	3.56	22.48	8.046	95.056323	0.968
1527767220	2018-05-31	06:47:00	3.56	21.988	8.12	95.027303	0.968
1527767820	2018-05-31	06:57:00	3.56	21.555	8.183	94.965002	0.968
1527768420	2018-05-31	07:07:00	3.56	21.179	8.241	94.940018	0.968
1527769020	2018-05-31	07:17:00	3.56	20.77	8.31	94.970454	0.968
1527769620	2018-05-31	07:27:00	3.56	20.495	8.389	95.35513	0.968
1527770220	2018-05-31	07:37:00	3.56	20.336	8.429	95.509039	0.968
1527770820	2018-05-31	07:47:00	3.56	20.169	8.451	95.441818	0.968
1527771420	2018-05-31	07:57:00	3.56	20.094	8.448	95.265916	0.969
1527772020	2018-05-31	08:07:00	3.56	20.119	8.447	95.301969	0.969
1527772620	2018-05-31	08:17:00	3.56	20.328	8.405	95.222011	0.969
1527773220	2018-05-31	08:27:00	3.56	20.77	8.359	95.530448	0.968
1527773820	2018-05-31	08:37:00	3.56	21.021	8.326	95.623212	0.968
1527774420	2018-05-31	08:47:00	3.56	21.263	8.293	95.695926	0.968
1527775020	2018-05-31	08:57:00	3.55	21.613	8.249	95.838826	0.968
1527775620	2018-05-31	09:07:00	3.56	22.155	8.166	95.87376	0.969
1527776220	2018-05-31	09:17:00	3.56	22.639	8.1	95.985869	0.969
1527776820	2018-05-31	09:27:00	3.56	23.123	8.033	96.073345	0.969
1527777420	2018-05-31	09:37:00	3.55	23.633	7.952	96.025946	0.968
1527778020	2018-05-31	09:47:00	3.55	24.143	7.882	96.095875	0.969
1527778620	2018-05-31	09:57:00	3.56	24.42	7.85	96.201656	0.969
1527779220	2018-05-31	10:07:00	3.56	24.738	7.809	96.266287	0.969
1527779820	2018-05-31	10:17:00	3.56	25.066	7.768	96.343532	0.969
1527780420	2018-05-31	10:27:00	3.56	25.377	7.73	96.422792	0.969
1527781020	2018-05-31	10:37:00	3.56	25.595	7.701	96.445985	0.969
1527781620	2018-05-31	10:47:00	3.56	25.654	7.693	96.449931	0.969
1527782220	2018-05-31	10:57:00	3.56	25.764	7.685	96.543659	0.969
1527782820	2018-05-31	11:07:00	3.56	26	7.653	96.556527	0.969
1527783420	2018-05-31	11:17:00	3.56	25.974	7.654	96.523409	0.969
1527784020	2018-05-31	11:27:00	3.56	25.73	7.684	96.471122	0.969
1527784620	2018-05-31	11:37:00	3.56	25.452	7.721	96.44326	0.969
1527785220	2018-05-31	11:47:00	3.56	25.284	7.745	96.444863	0.969
1527785820	2018-05-31	11:57:00	3.56	25.192	7.767	96.55516	0.97
1527786420	2018-05-31	12:07:00	3.56	12.815	6.539	63.234975	0.972
1527787020	2018-05-31	12:17:00	3.56	9.437	4.445	39.754748	0.977
1527787620	2018-05-31	12:27:00	3.56	9.001	4.502	39.846709	0.976
1527788220	2018-05-31	12:37:00	3.56	8.927	4.488	39.652208	0.975
1527788820	2018-05-31	12:47:00	3.56	8.862	4.505	39.740193	0.974
1527789420	2018-05-31	12:57:00	3.56	8.899	4.484	39.59019	0.974
1527790020	2018-05-31	13:07:00	3.56	8.89	4.499	39.714025	0.974
1527790620	2018-05-31	13:17:00	3.56	8.796	4.504	39.668241	0.974
1527791220	2018-05-31	13:27:00	3.56	8.843	4.559	40.198147	0.973
