MiniDOT Logger Concatenated Data File
Sensor:             7450-826935
Concatenation Date: 2018Sep12 08:59:12 CDT

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 208.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,         Central Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1527851040,           2018-06-01 11:04:00,           2018-06-01 06:04:00,      3.550000,     22.183000,          8.395000,                    98.832906,      0.974000
                1527851640,           2018-06-01 11:14:00,           2018-06-01 06:14:00,      3.550000,     21.940000,          8.439000,                    98.886482,      0.973000
                1527852240,           2018-06-01 11:24:00,           2018-06-01 06:24:00,      3.550000,     21.790000,          8.474000,                    99.008965,      0.974000
                1527852840,           2018-06-01 11:34:00,           2018-06-01 06:34:00,      3.550000,     21.455000,          8.527000,                    98.982447,      0.973000
                1527853440,           2018-06-01 11:44:00,           2018-06-01 06:44:00,      3.550000,     21.053000,          8.548000,                    98.450575,      0.973000
                1527854040,           2018-06-01 11:54:00,           2018-06-01 06:54:00,      3.550000,     20.677000,          8.594000,                    98.252162,      0.973000
                1527854640,           2018-06-01 12:04:00,           2018-06-01 07:04:00,      3.550000,     20.258000,          8.639000,                    97.952222,      0.973000
                1527855240,           2018-06-01 12:14:00,           2018-06-01 07:14:00,      3.550000,     19.864000,          8.712000,                    98.008926,      0.974000
                1527855840,           2018-06-01 12:24:00,           2018-06-01 07:24:00,      3.550000,     19.529000,          8.721000,                    97.454938,      0.973000
                1527856440,           2018-06-01 12:34:00,           2018-06-01 07:34:00,      3.550000,     19.151000,          8.788000,                    97.459719,      0.973000
                1527857040,           2018-06-01 12:44:00,           2018-06-01 07:44:00,      3.550000,     18.731000,          8.868000,                    97.514192,      0.973000
                1527857640,           2018-06-01 12:54:00,           2018-06-01 07:54:00,      3.550000,     18.310000,          8.994000,                    98.054614,      0.974000
                1527858240,           2018-06-01 13:04:00,           2018-06-01 08:04:00,      3.550000,     17.906000,          9.069000,                    98.055955,      0.974000
                1527858840,           2018-06-01 13:14:00,           2018-06-01 08:14:00,      3.550000,     17.475000,          9.185000,                    98.429699,      0.974000
                1527859440,           2018-06-01 13:24:00,           2018-06-01 08:24:00,      3.550000,     17.026000,          9.289000,                    98.618303,      0.974000
                1527860040,           2018-06-01 13:34:00,           2018-06-01 08:34:00,      3.550000,     16.653000,          9.351000,                    98.503592,      0.974000
                1527860640,           2018-06-01 13:44:00,           2018-06-01 08:44:00,      3.550000,     16.262000,          9.427000,                    98.488698,      0.975000
                1527861240,           2018-06-01 13:54:00,           2018-06-01 08:54:00,      3.550000,     15.852000,          9.508000,                    98.474004,      0.975000
                1527861840,           2018-06-01 14:04:00,           2018-06-01 09:04:00,      3.550000,     15.510000,          9.574000,                    98.435631,      0.975000
                1527862440,           2018-06-01 14:14:00,           2018-06-01 09:14:00,      3.550000,     15.149000,          9.661000,                    98.562372,      0.975000
                1527863040,           2018-06-01 14:24:00,           2018-06-01 09:24:00,      3.550000,     14.848000,          9.629000,                    97.598832,      0.975000
                1527863640,           2018-06-01 14:34:00,           2018-06-01 09:34:00,      3.550000,     10.095000,          7.776000,                    70.792277,      0.976000
                1527864240,           2018-06-01 14:44:00,           2018-06-01 09:44:00,      3.550000,      7.548000,          6.983000,                    59.787627,      0.979000
                1527864840,           2018-06-01 14:54:00,           2018-06-01 09:54:00,      3.550000,      7.252000,          6.964000,                    59.190096,      0.979000
                1527865440,           2018-06-01 15:04:00,           2018-06-01 10:04:00,      3.550000,      7.137000,          7.075000,                    59.962123,      0.978000
                1527866040,           2018-06-01 15:14:00,           2018-06-01 10:14:00,      3.550000,      7.156000,          7.088000,                    60.100663,      0.978000
                1527866640,           2018-06-01 15:24:00,           2018-06-01 10:24:00,      3.550000,      7.156000,          7.148000,                    60.609416,      0.978000
                1527867240,           2018-06-01 15:34:00,           2018-06-01 10:34:00,      3.550000,      7.185000,          7.113000,                    60.356094,      0.978000
                1527867840,           2018-06-01 15:44:00,           2018-06-01 10:44:00,      3.550000,      7.146000,          7.068000,                    59.916193,      0.978000
                1527868440,           2018-06-01 15:54:00,           2018-06-01 10:54:00,      3.550000,      7.185000,          7.050000,                    59.821519,      0.978000
                1527869040,           2018-06-01 16:04:00,           2018-06-01 11:04:00,      3.550000,      7.194000,          7.265000,                    61.659638,      0.978000
                1527869640,           2018-06-01 16:14:00,           2018-06-01 11:14:00,      3.550000,      7.242000,          7.216000,                    61.316747,      0.978000
                1527870240,           2018-06-01 16:24:00,           2018-06-01 11:24:00,      3.540000,      7.185000,          7.005000,                    59.439680,      0.978000
                1527870840,           2018-06-01 16:34:00,           2018-06-01 11:34:00,      3.540000,      7.146000,          6.917000,                    58.636150,      0.978000
                1527871440,           2018-06-01 16:44:00,           2018-06-01 11:44:00,      3.540000,      7.185000,          6.895000,                    58.506294,      0.978000
                1527872040,           2018-06-01 16:54:00,           2018-06-01 11:54:00,      3.540000,      7.185000,          6.880000,                    58.379014,      0.978000
                1527872640,           2018-06-01 17:04:00,           2018-06-01 12:04:00,      3.540000,      7.175000,          6.910000,                    58.619018,      0.978000
                1527873240,           2018-06-01 17:14:00,           2018-06-01 12:14:00,      3.540000,      7.204000,          6.881000,                    58.415043,      0.978000
                1527873840,           2018-06-01 17:24:00,           2018-06-01 12:24:00,      3.540000,      7.185000,          6.855000,                    58.166881,      0.978000
                1527874440,           2018-06-01 17:34:00,           2018-06-01 12:34:00,      3.540000,      7.127000,          6.887000,                    58.354280,      0.978000
                1527875040,           2018-06-01 17:44:00,           2018-06-01 12:44:00,      3.540000,      7.185000,          6.840000,                    58.039602,      0.978000
                1527875640,           2018-06-01 17:54:00,           2018-06-01 12:54:00,      3.540000,      7.069000,          6.897000,                    58.354788,      0.978000
                1527876240,           2018-06-01 18:04:00,           2018-06-01 13:04:00,      3.540000,      7.060000,          6.941000,                    58.713918,      0.978000
                1527876840,           2018-06-01 18:14:00,           2018-06-01 13:14:00,      3.540000,      7.117000,          6.876000,                    58.246596,      0.978000
                1527877440,           2018-06-01 18:24:00,           2018-06-01 13:24:00,      3.540000,      7.069000,          7.051000,                    59.657766,      0.978000
                1527878040,           2018-06-01 18:34:00,           2018-06-01 13:34:00,      3.540000,      7.021000,          7.047000,                    59.552730,      0.978000
                1527878640,           2018-06-01 18:44:00,           2018-06-01 13:44:00,      3.540000,      7.069000,          7.028000,                    59.463166,      0.977000
                1527879240,           2018-06-01 18:54:00,           2018-06-01 13:54:00,      3.540000,      7.069000,          6.815000,                    57.660995,      0.978000
                1527879840,           2018-06-01 19:04:00,           2018-06-01 14:04:00,      3.540000,      7.117000,          6.681000,                    56.594751,      0.977000
                1527880440,           2018-06-01 19:14:00,           2018-06-01 14:14:00,      3.540000,      7.108000,          6.609000,                    55.972315,      0.977000
                1527881040,           2018-06-01 19:24:00,           2018-06-01 14:24:00,      3.540000,      7.069000,          6.711000,                    56.781062,      0.978000
                1527881640,           2018-06-01 19:34:00,           2018-06-01 14:34:00,      3.540000,      7.165000,          6.584000,                    55.839621,      0.978000
                1527882240,           2018-06-01 19:44:00,           2018-06-01 14:44:00,      3.540000,      6.963000,          6.797000,                    57.357089,      0.978000
                1527882840,           2018-06-01 19:54:00,           2018-06-01 14:54:00,      3.540000,      7.021000,          6.921000,                    58.487931,      0.978000
                1527883440,           2018-06-01 20:04:00,           2018-06-01 15:04:00,      3.540000,      7.069000,          6.901000,                    58.388632,      0.978000
                1527884040,           2018-06-01 20:14:00,           2018-06-01 15:14:00,      3.540000,      7.069000,          6.700000,                    56.687992,      0.978000
