MiniDOT Logger Concatenated Data File
Sensor:             7450-668203
Concatenation Date: 2018Sep12 09:53:47 CDT

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 197.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,         Central Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1527677520,           2018-05-30 10:52:00,           2018-05-30 05:52:00,      3.540000,     19.066000,          8.649000,                    95.625543,      0.985000
                1527678120,           2018-05-30 11:02:00,           2018-05-30 06:02:00,      3.540000,     19.183000,          8.657000,                    95.940297,      0.985000
                1527678720,           2018-05-30 11:12:00,           2018-05-30 06:12:00,      3.540000,     19.225000,          8.658000,                    96.032653,      0.985000
                1527679320,           2018-05-30 11:22:00,           2018-05-30 06:22:00,      3.540000,     19.007000,          8.740000,                    96.516491,      0.985000
                1527679920,           2018-05-30 11:32:00,           2018-05-30 06:32:00,      3.540000,     18.747000,          8.809000,                    96.767260,      0.987000
                1527680520,           2018-05-30 11:42:00,           2018-05-30 06:42:00,      3.540000,     18.612000,          8.835000,                    96.786872,      0.988000
                1527681120,           2018-05-30 11:52:00,           2018-05-30 06:52:00,      3.540000,     18.368000,          8.882000,                    96.818810,      0.988000
                1527681720,           2018-05-30 12:02:00,           2018-05-30 07:02:00,      3.540000,     18.115000,          8.921000,                    96.741496,      0.988000
                1527682320,           2018-05-30 12:12:00,           2018-05-30 07:12:00,      3.540000,     17.770000,          8.982000,                    96.714034,      0.988000
                1527682920,           2018-05-30 12:22:00,           2018-05-30 07:22:00,      3.540000,     17.533000,          9.020000,                    96.648495,      0.988000
                1527683520,           2018-05-30 12:32:00,           2018-05-30 07:32:00,      3.540000,     17.364000,          9.051000,                    96.641282,      0.986000
                1527684120,           2018-05-30 12:42:00,           2018-05-30 07:42:00,      3.540000,     17.271000,          9.048000,                    96.422658,      0.987000
                1527684720,           2018-05-30 12:52:00,           2018-05-30 07:52:00,      3.540000,     17.161000,          9.085000,                    96.595454,      0.988000
                1527685320,           2018-05-30 13:02:00,           2018-05-30 08:02:00,      3.540000,     17.339000,          9.038000,                    96.452364,      0.986000
                1527685920,           2018-05-30 13:12:00,           2018-05-30 08:12:00,      3.540000,     17.558000,          9.013000,                    96.623503,      0.987000
                1527686520,           2018-05-30 13:22:00,           2018-05-30 08:22:00,      3.540000,     17.643000,          8.998000,                    96.632498,      0.988000
                1527687120,           2018-05-30 13:32:00,           2018-05-30 08:32:00,      3.540000,     17.727000,          8.975000,                    96.552928,      0.986000
                1527687720,           2018-05-30 13:42:00,           2018-05-30 08:42:00,      3.540000,     18.006000,          8.935000,                    96.676676,      0.986000
                1527688320,           2018-05-30 13:52:00,           2018-05-30 08:52:00,      3.540000,     18.343000,          8.881000,                    96.758461,      0.986000
                1527688920,           2018-05-30 14:02:00,           2018-05-30 09:02:00,      3.540000,     18.503000,          8.844000,                    96.670588,      0.985000
                1527689520,           2018-05-30 14:12:00,           2018-05-30 09:12:00,      3.540000,     18.646000,          8.822000,                    96.711338,      0.986000
                1527690120,           2018-05-30 14:22:00,           2018-05-30 09:22:00,      3.540000,     18.688000,          8.817000,                    96.739107,      0.985000
